scene_id,scene_code,scene_order,label_ja,label_ja_sort,label_eng,label_ka,play_id,authority_control
482,Oshu-06,420,Shujaku tsutsumi,Shujaku tsutsumi [Oshu],The Shujaku River Bank,朱雀堤,110,"February 1973 Program; September 1990 Program; Kabuki tojo jinbutsu jiten (Tokyo: Hakusuisha, 2006), p. 491."
483,Oshu-07,415,"Tamaki no miya akigoten (See also Shikitae shisha, Yanone, and Sodehagi saimon)",Tamaki no miya akigoten [Oshu],"The Mansion of Prince Tamaki (See also The Messenger Shikitae, Arrowhead and Sodehagi's Appeal)","環の宮明御殿 (See also 敷妙使者, 矢の根 and 袖萩祭文)",110,February 1973 Program
484,Oshu-11,416,Michiyuki chisato no iwataobi,Michiyuki chisato no iwataobi [Oshu],The Drug Peddlers' Travel,道行千里の岩田帯,110,February 1973 Program
485,Oshu-12,417,Hitotsuya ,Hitotsuya  [Oshu],The Solitary House,一つ家,110,February 1973 Program
486,Oshu-13,418,Tanisoko,Tanisoko [Oshu],The Bottom of the Ravin,谷底,110,February 1973 Program
492,Roben-02,425,Sakuranomiya monogurui,Sakuranomiya monogurui [Roben],The Sakuranomiya Shrine,桜の宮物狂,68,January 1998 Program
493,Roben-03,426,Tōdaiji,Todaiji [Roben],The Todaiji Temple,東大寺,68,January 1998 Program
494,Roben-04,427,Nigatsudō,Nigatsudo [Roben],The Nigatsudo Hall,二月堂,68,January 1998 Program
499,Saiyuki-02,436,Ninjinka,Ninjinka [Saiyuki],The Elixir Fruit,人蔘菓,51,August 1988 Program
500,Saiyuki-04,437,Hitotsuya,Hitotsuya [Saiyuki],The Solitary House,一つ家,51,August 1988 Program
501,Saiyuki-05,438,Ryūsagawa,Ryusagawa [Saiyuki],The River Ryusa,流沙川,51,August 1988 Program
502,Saiyuki-06,439,Kaenzan,Kaenzan [Saiyuki],The Burning Mountain,火焔山,51,August 1988 Program
503,Saiyuki-08,441,Gion shōja,Gion shoja [Saiyuki],The Buddha's Temple,祇園精舎,51,August 1988 Program
511,Sanju-02,444,Takagari,Takagari [Sanju],Falconry,鷹狩,77,"June 1986 [no program]; Shin Wa-Ei chūjiten (Tokyo: Kenkyusha, 1995); no English translation available"
512,Sanju-03,445,Heitarō sumika,Heitaro sumika [Sanju],Heitaro's House,平太郎住家,77,February 1977 Program
518,Sesshu-01,460,Sumiyoshi Matsubara dokushu,Sumiyoshi Matsubara dokushu [Sesshu],The Poisoned Sake,住吉松原毒酒,75,September 1973 Program
524,Shin-02,486,Kiyomizudera,Kiyomizudera [Shin],The Kiyomizu Temple,清水寺,56,September 1980 Program
525,Shin-03,487,Shibukawa shisha,Shibukawa shisha [Shin],The Messenger Shibukawa,渋川使者,56,September 1980 Program
526,Shin-04,488,Hyōgi,Hyogi [Shin],The Consultation,評議,56,September 1980 Program
527,Shin-05,489,Sonobe yashiki,Sonobe yashiki [Shin],Sonobe's House,園部屋敷,56,September 1980 Program
528,Shin-06,490,Kajiya,Kajiya [Shin],The Blacksmith Shop,鍛冶屋,56,September 1980 Program
531,ShinjuT-01,465,Kuchijamisen,Kuchijamisen [ShinjuT],The Slanderous Remarks,口三味線,2,April 1979 Program
532,ShinjuT-05,469,Michiyuki nagori no hashizukushi,Michiyuki nagori no hashizukushi [ShinjuT],The Lover's Suicide Trip,道行名残りの橋尽し,2,October 1986 Program; April 1979 Program
535,Shinpan-01,473,Zama yashiro,Zama yashiro [Shinpan],The Zama Shrine,座摩社前,80,January 1993 Program
536,Shinpan-04,475,Aburaya,Aburaya [Shinpan],The Oil Store,油屋,80,February 1971 Program; January 1993 Program
537,Shinpan-05,476,Kuraba,Kuraba [Shinpan],The Storehouse,蔵場,80,January 1993 Program
538,Shinrei-02,479,Yura Hyōgo tei,Yura Hyogo tei [Shinrei],Hyogonosuke's Mansion,由良兵庫邸,55,May 1975 Program
539,Shinrei-03,480,Michiyuki hiyoku no sode,Michiyuki hiyoku no sode [Shinrei],The Lovers' Travel,道行比翼の袖,55,May 1975 Program
540,Shinrei-04,481,Tonbei uchi,Tonbei uchi [Shinrei],Tombei's House,頓兵衛内,55,May 1975 Program
541,Shinrei-05,482,Shinrei kizui,Shinrei kizui [Shinrei],The Divine Miracle,神霊奇瑞,55,May 1975 Program
546,Shinshu-02,484,Naoe yashiki,Naoe yashiki [Shinshu],Sanetsuna's Mansion,直江屋敷,106,February 1996 Program; May 1973 Program
552,Shunkin-02,509,Yodoyabashi ukiyoshōji Shunkin sumai,Yodoyabashi ukiyoshoji Shunkin sumai [Shunkin],Shunkin's House at Yodoyabashi,淀屋橋浮世小路春琴住居,152,August 1986 Program
553,Shunkin-03,510,Yodoyabashi Shunkin keikoba,Yodoyabashi Shunknin keikoba [Shunkin],The Room of Shunkin's Koto Lessons,淀屋橋春琴稽古場,152,August 1986 Program
554,Shunkin-04,511,Shunkin sumai heisoto,Shunkin sumai heisoto [Shunkin],Outside Shunkin's House,春琴住居塀外,152,August 1986 Program
557,Shusse-02,513,Rokujō kawara,Rokujo kawara [Shusse],The Kamo Riverbed at Rokujō,六条河原,148,November 1985 Program; February 1986
558,Shusse-03,514,Kagekiyo rōyaburi,Kagekiyo royaburi [Shusse],The Dungeon,景清牢破り,148,November 1985 Program
565,Sugawara-17,537,Terairi,Terairi [Sugawara],The Enrollment,寺入り,73,May 1972 Program
566,Sugawara-18,538,Terakoya,Terakoya [Sugawara],The Village School,寺子屋,73,May 1972 Program
567,Sugawara-02,523,Kamo tsutsumi,Kamo tsutsumi [Sugawara],The Kamo River Bank,加茂堤,73,May 1972 Program; January 1983 Program
568,Sugawara-07,528,Tsue sekkan,Tsue sekkan [Sugawara],The Beating of Kariya,杖折檻,73,May 1972 Program; January 1983 Program
569,Sugawara-08,529,Tōtenko,Totenko [Sugawara],The Cockcrow,東天紅,73,May 1972 Program
570,Sugawara-09,530,Shōjō nagori,Shojo nagori [Sugawara],The Departure of Michizane,丞相名残,73,May 1972 Program
571,Sugawara-10,531,Kurumabiki (Kurumabiki Yoshida shatō),Kurumabiki [Sugawara],The Quarrel Over the Carriage,車曳(車引吉田社頭),73,May 1972 Program; September 1996 Program
572,Sugawara-11,532,Chasenzake,Chasenzake [Sugawara],Shiradayu's 70th Birthday Celebration,茶筅酒,73,January 1983 Program; September 1996 Program
573,Sugawara-12,533,Kenka,Kenka [Sugawara],The Quarrel,喧嘩,73,January 1983 Program; September 1996 Program
574,Sugawara-14,534,Sakuramaru seppuku,Sakuramaru seppuku [Sugawara],Sakuramaru's Suicide,桜丸切腹,73,May 1972 Program
575,Sugawara-01,522,Ōuchi,Ouchi [Sugawara],The Imperial Palace,大内,73,May 1972 Program; January 1983 Program
576,Sugawara-03,524,Hippō denju,Hippo denju [Sugawara],The Handing on the Secrets of Calligraphy,筆法伝授,73,September 1996 Program; January 1983 Program
577,Sugawara-04,525,Tsuiji,Tsuiji [Sugawara],At the Fence,築地,73,May 1972 Program; September 1996 Program; January 1983 Program
578,Sugawara-05,526,Michiyuki kotoba no amaikai,Michiyuki kotoba no amaikai [Sugawara],The Wheat-Gluten Peddler's Travel,道行詞甘替,73,May 1972 Program
579,Sugawara-06,527,Yasui shiomachi,Yasui shiomachi [Sugawara],The Port of Yasui,安井汐待,73,May 1972 Program; January 1983 Program
580,Sugawara-15,535,Tenpaizan,Tenpaizan [Sugawara],Mount Tempai,天拝山,73,May 1972 Program; September 1996 Program
581,Sugawara-16,536,Kitasaga,Kitasaga [Sugawara],The Hideout at Kitasaga,北嵯峨,73,May 1972 Program
582,Sugawara-19,539,Ōuchi tenpen,Ouchi tenpen [Sugawara],The Disaster at the Imperial Palace,大内天変,73,May 1972 Program
585,Sumano-02,542,Gojōbashi,Gojobashi [Sumano],The Gojo Bridge,五条橋,81,May 1976 Program
589,Tamamono-08,552,Michiharu yakata,Michiharu yakata [Tamamono],Michiharu's Mansion,道春館,58,September 1982 Program
590,Tamamono-09,553,Shinsen'en,Shinsen'en [Tamamono],The Shinsen Garden,神泉苑,58,Tamamonomae Asahino Tamoto
592,Tamamono-10,554,Rōka ,Roka  [Tamamono],The Corridor,廊下,58,September 1982 Program
593,Tamamono-12,556,Soshō,Sosho [Tamamono],The Trial,訴訟,58,September 1982 Program
594,Tamamono-13,557,Inori,Inori [Tamamono],The Prayer,祈り,58,September 1982 Program
595,Tamamono-14,558,Kewai sesshōseki,Kewai sesshoseki [Tamamono],The Fleeing Fox,化粧殺生石,58,September 1974 Program
596,Tamamono-01,545,Tenjiku Shamurozan,Tenjiku shamurozan [Tamamono],Mt. Shamuro in India,天竺沙牟呂山の段　,58,September 1982 Program
597,Tamamono-03,547,Hanzokuō goten,Hanzokuo goten [Tamamono],King Hanzoku's Palace,班足王御殿,58,September 1982 Program
598,Tamamono-04,548,Dakki judai,Dakki judai [Tamamono],Dakki Going to the Palace,妲妃入内,58,September 1982 Program
599,Tamamono-05,549,Chuō goten kewaiden,Chuo goten kewaiden [Tamamono],The Palace of Emperor Chu,紂王御殿化粧殿,58,September 1982 Program
600,Tamamono-06,550,Rōmon,Romon [Tamamono],The Castle Gate,楼門,58,September 1982 Program
601,Tamamono-02,546,Shamurozan fumoto,Shamurozan fumoto [Tamamono],At the Foot of Mt. Shamuro,天竺沙牟呂山麓,58,September 1982 Program
602,Tamamono-11,555,Jussaku sumika,Jussaku sumika [Tamamono],The House of Jussaku,十作住家,58,September 1982 Program
603,Saiyuki-03,433,Kamairi ,Kamairi  [Saiyuki],Attempted Boiling to Death,釜煮,51,August 1988 Program
604,Saiyuki-07,440,Bashōdō,Bashodo [Saiyuki],The Basho Cave,芭蕉洞,51,August 1988 Program
609,Sanju-04,446,Kiyari ondo,Kiyari ondo [Sanju],The Lumber Carriers' Song,木遣り音頭,77,February 1977 Program
610,Seishu-02,457,Heiji sumika,Heiji sumika [Seishu],Heiji's House,平治住家,122,August 1984 Program
611,Sekitori-02,459,Sumōba,Sumoba [Sekitori],The Sumo Arena,相撲場,52,July 1986 Program
612,Onshu-02,409,Ao no Dōmon,Ao no Domon [Onshu],Ao no Dōmon (Blue Tunnel),青の洞門,86,November 1964 Yukahon; no English translation available
613,Sesshu-03,462,Gappō anjitsu,Gappo anjitsu [Sesshu],Gappo's House,合邦庵室,75,September 1973 Program
614,Taiheiki-02,544,Kinai sumika,Kinai sumika [Taiheiki],Kinai's House,喜内住家,101,November 1993 Program; February 1972 Program
615,Tenno-01,559,Kitashinchi Kawashō,Kitashinchi Kawasho [Tenno],The Tea House Kawasho,北新地河庄,137,February 1989 Program [no Engtlish program]; Shinju Ten no Amijima programs
616,Tenno-03,561,Michiyuki nagori no hashizukushi,Michiyuki nagori no hashizukushi [Tenno],The Lover's Suicide Trip,道行名残の橋尽し,137,February 1989 Program [no Engtlish program]; Shinju Ten no Amijima programs
617,Tsubosaka-03,566,Tsubosakadera (See also Yama),Tsubosakadera [Tsubosaka],The Tsubosaka Temple (See also The Mountain),壺坂寺 (See also 山),60,October 1974 Program
619,Wada-02,572,Ichiwaka uijin,Ichiwaka uijin [Wada],Ichiwaka's Maiden Battle,市若初陣,164,September 1989 Program
620,Yari-02,576,Asaka Ichinoshin rusutaku,Asaka Ichinoshin rusutaku [Yari],The House of Ichinoshin Asaka,浅香市之進留守宅,61,February 1983 Program
621,Yari-03,577,Sukiya,Sukiya [Yari],The Tea Ceremony House,数寄屋,61,February 1983 Program
622,Yari-04,578,Iwaki Chūtabei yashiki,Iwaki Chutabei yashiki [Yari],The House of Chutabei Iwaki,岩木忠太兵衛屋敷,61,February 1983 Program
623,Yari-05,579,Fushimi kyōbashi megatakiuchi,Fushimi kyobashi megatakiuchi [Yari],The Revenge on Kyobashi Bridge in Fushimi,伏見京橋女敵討,61,February 1983 Program
629,Yoshitsune-09,588,Michiyuki hatsune no tabi,Michiyuki hatsune no tabi [Yoshitsune],The Travel Dance on Mount Yoshino,道行初音の旅,62,May 1981 Program
630,Yoshitsune-05,584,Tokaiya daimotsu ura,Tokaiya daimotsu ura [Yoshitsune],The Shipping Agent at Daimotsu,渡海屋大物浦,62,May 1981 Program
632,Yugiri-02,592,Hiraoka Sakon shukutaku,Hiraoka Sakon shukutaku [Yugiri],Sakon's Temporary Residence,平岡左近宿宅,113,February 1987 Program
633,Yugiri-03,593,Ōgiya uchi,ogiya uchi [Yugiri],The Ogiya House,扇屋内,113,February 1987 Program
635,Yuki-02,595,Ryōshi Genza uchi,Ryoshi Genza uchi [Yuki],The House of Hunter Genza,猟師源左内,127,November 1985 Program
636,Yuki-03,596,Fuyu no kohan,Fuyu no kohan [Yuki],The Lakeside in Winter,冬の湖畔,127,November 1985 Program
637,Imose-02,201,Emiji yakata,Emiji yakata [Imose],Emiji's Mansion,蝦夷子館,79,May 1977 Program
638,Imose-16,215,Iruka chūbatsu,Iruka chubatsu [Imose],The Assassination of Iruka,入鹿誅伐,79,April 1977 Program
639,Igagoe-09,191,Fujikawa shinseki hikinuki kotobuki hashiradate manzai,Fujikawa shinseki hikinuki kotobuki hashiradate manzai [Igagoe],The New Barrier at Fujikawa with Insertion of the Scene of the Street Entertainers,藤川新関引抜き寿柱立万歳,29,
640,Somemoyo-01,515,Aburamise,Aburamise [Somemoyo],The Oil Store,油店,5,May 1976 Program
641,Igagoe-14,196,Heisaku uchi yori senbon matsubara,Heisaku uchi yori senbon matsubara [Igagoe],House of Heisaku and One Thousand Pine Trees at Matsubara,平作内より千本松原,29,[November 1974 Program]; no English translation available
642,Meido-05,342,Ninokuchimura ,Ninokuchimura [Meido],The Village of Ninokuchi,新口村,7,November 1964 Program
643,Honcho-17,165,Kenshin yakata (See also Kagekatsu jōshi and Teppō watashi),Kenshin yakata [Honcho],Kenshin's Mansion (See also Messenger Kagekatsu's Visit and the Delivery of the Rifle),謙信館 (see akso 景勝上使  and 鉄砲渡し),27,October 1969 Program
644,Katakiuchi-03,266,Kōriyama Hachiman,Koriyama Hachiman [Katakiuchi],The Koriyama Hachiman Shrine,郡山八幡,94,February 1991 Program
645,Katakiuchi-04,267,Daianji tsutsumi,Daianji tsutsumi [Katakiuchi],The Daianji River Bank,大安寺堤,94,February 1991 Program
646,Shinpan-03,477,Nagamachi,Nagamachi [Shinpan],Nagamachi Street,長町,80,February 1971 Program
648,Gion-02,075,Kishi no sato (See also Tobita),Kishi no sato [Gion],The Village of Kishinosato (See also The Sake Peddler),岸の里 (See also 鳶田),19,May 1971 Program
649,Gion-04,076,Tengachaya (See also Zesai sumika),Tengachaya [Gion],The Village of Tengachaya (See also Zesai's House),天下茶屋 (See also 是斎住家),19,May 1971 Program
651,Gion-01,077,Ashikaga yakata,Ashikaga yakata [Gion],The Ashikaga Palace,足利館,19,May 1971 Program
652,Ichinotani-13,182,Kubi jikken (See also Kumagai jinya),Kubi jikken [Ichinotani],The Head Identification (See also Kumagai's Camp),首実検 (See also 熊谷陣屋),72,September 1971 Program
653,Ichinotani-12,181,Kumagai monogatari (See also Kumagai jinya),Kumagai monogatari [Ichinotani],Kumagai's Explanation (See also Kumagai's Camp ),熊谷物語 (See also 熊谷陣屋),72,September 1971 Program
654,Meido-02,343,Haori Otoshi,Haori Otoshi [Meido],The Haori Falls Off,羽織落し,7,October 1973 Program
657,Ishi-01,218,Ishikiriba,Ishikiriba [Ishi],The Quarry,石切場,173,August 1990 Program
658,Ishi-02,219,Matsudayū sumika,Matsudayu sumika [Ishi],The House of Matsudayu,松太夫住家,173,August 1990 Program
659,Ishi-03,220,Hebiyama,Hebiyama [Ishi],Mt. Hebiyama,蛇山,173,August 1990 Program
660,Ishi-04,221,Hanazukushi,Hanazukushi [Ishi],All Kinds of Flowers,花づくし,173,August 1990 Program
661,Sasa-01,454,Dai ichimaku,Dai ichimaku [Sasa],Act 1,第一幕,175,July 1996 [no program]; no English translation available
662,Sasa-02,455,Dai nimaku,Dai nimaku [Sasa],Act 2,第二幕,175,July 1996 [no program]; no English translation available
663,Naga-01,363,Kyō shimotachiuri katanaya,Kyo shimotachiuri katanaya [Naga],The Swordsmith Shop at Shimotachiuri in Kyoto,京下立売刀屋,174,February 1994 Program
664,Naga-02,364,Ishigakichō Izutsuya,Ishigaki-cho Izutsuya [Naga],The Izutsuya Tea House at Ishigaki-cho,石垣町井筒屋,174,February 1994 Program
665,Naga-03,365,Ohana Hanshichi michiyuki,Ohana Hanshichi michiyuki [Naga],The Trip from Kyoto to Osaka,おはな半七道行,174,February 1994 Program
666,Naga-04,366,Ōsaka nagamachi kyaraya,Osaka nagamachi kyaraya [Naga],"The Woodwork Shop at Nagamachi, Osaka",大坂長町伽羅屋,174,February 1994 Program
667,Sansho-01,449,Iwashiro Hangan yakata,Iwashiro Hangan yakata [Sansho],Iwashiro Hangan's Mansion,岩城判官館,130,August 1977 Sōsaku Bunraku Program [no English program]; no English translation available
668,Sansho-02,450,Naoiura,Naoiura [Sansho],Naoi Beach,直井浦,130,August 1977 Sōsaku Bunraku Program [no English program]; no English translation available
669,Sansho-03,451,Hamaji,Hamaji [Sansho],On the Beach,浜路,130,August 1977 Sōsaku Bunraku Program [no English program]; no English translation available
670,Sansho-05,452,Zushiōmaru shusse,Zushiomaru shusse [Sansho],Zushiomaru Success,厨子王丸出世,130,August 1977 Sōsaku Bunraku Program [no English program]; no English translation available
671,Sansho-06,453,Kuribatake,Kuribatake [Sansho],Chestnut Field,栗畑,130,August 1977 Sōsaku Bunraku Program [no English program]; no English translation available
672,Kokusenya-04,304,Hirado hamatsutai,Hirado hamatsutai [Kokusenya],On the Hirado Beach,平戸浜伝ひ,40,July 1984 Program; February 1980 Program
673,Kokusenya-05,305,Morokoshi bune,Morokoshi bune [Kokusenya],The Chinese Ship,唐土船,40,February 1980 Program
674,Tsubosaka-02,565,Sawaichi uchi,Sawaichi uchi [Tsubosaka],Sawaichi's House,沢市内,60,January 1989 Program
675,Tsubosaka-04,567,Yama (See also Tsubosakadera),Yama [Tsubosaka],The Mountain (See also The Tsubosaka Temple),山 (See also 壺坂寺),60,January 1989 Program
676,Yoshitsune-11,590,Kawatsura Hōgen yakata okuniwa,Kawatsura Hogen yakata okuniwa [Yoshitsune],The Rear Garden,川連法眼館奥庭,62,May 1981 Program
677,Kokusenya-10,306,Shishigajō (See also Kanki yakata and Beninagashi),Shishigajo [Kokusenya],The Shishigajo Catsle (See also Kanki's Mansion and The Red Signal),獅子が城 (See also 甘輝館 and 紅流し),40,July 1984 Program
678,Tokaidochu-02,563,Furudera,Furudera [Tokaidochu],The Old Temple,古寺,59,July 1988 Program
679,Sugawara-13,540,Soshō ,Sosho [Sugawara],The Petition,訴訟,73,February 1978 Program
680,Kanadehon-22,260,Kōmyōji shōkō,Komyoji shoko [Kanadehon],The Incense-Burning at the Komyoji Temple,光明寺焼香,63,January 1985 Program
681,KotobukiH-02,309,Kotobuki hashiradate manzai,Kotobuki hashiradate manzai [KotobukiH],The Street Entertainers,寿柱立万歳,42,April 1985 Program
682,Ohan-03,395,Yautsuri,Yautsuri [Ohan],The New Residence,家うつり,159,August 1988 Program
683,Ohan-04,396,Teppo koji,Teppo koji [Ohan],Teppo Alley [after the New Residence scene],鉄砲小路 [家うつりの段より],159,August 1988 Program
684,Asama-04,008,(4),[4] [Asama],Scene Four,（四） ,160,January 1989 Program
685,Kiichi-01,277,Kuramayama,Kuramayama [Kiichi],Mt. Kurama,鞍馬山,36,November 1991 Program
686,Kiichi-02,278,Banshū shoshazan,Banshu shoshazan [Kiichi],Mt. Shosha in Banshu Province,播州書写山,36,November 1991 Program
687,Ehon-03,041,Senbondori Mitsuhide yakaya,Sembondori Mitsuhide yakaya [Ehon],Mitsuhide's Residence at Sembondori,千本通光秀館,16,April 1993 Program
688,Ehon-12,050,Daitokuji shōkō,Daitokuji shoko [Ehon],The Funeral at the Daitokuji Temple,大徳寺焼香,16,April 1993 Program
689,Mandaga-04,324,Koromonogo yakata kuriyaguchi,Koromonogo yakata kuriyaguchi [Mandaga],In Front of the Kitchen of Koromonogo's House,衫子館厨口,44,August 1995 Program
690,Mandaga-07,327,Koromonogo tsutsumi,Koromonogo tsutsumi [Mandaga],The Koromonogo Riverbank,衫子堤,44,August 1995 Program
691,Utsubo-01,570,Utsubozaru,Utsubozaru [Utsubo],The Monkey Dance,うつぼ猿,176,
692,Nichi-01,378,Ukai Kansaku sumika,Ukai Kansaku sumika [Nichi],Kansaku's House,鵜飼い勘作住家,177,July 2001 Program
693,Bunra-01,018b,Bunraku no ohanashi,Bunraku no ohanashi [Bunra],Introduction to Bunraku,文楽のおはなし,185,July 2002 Japanese Program; Not included in the English Program; no English translation available
694,Shita-01,484a,Shitakiri suzume,Shitakiri suzume [Shita],The Tongue-Cut Sparrpw,舌切雀,184,July/August 2002 Program
695,OnnaH-01,407a,Dai ikkei,Dai ikkei [OnnaH],Act 1,第一景,186,February 1973 Bunkyō Public Hall program; no English translation available
696,OnnaH-02,407b,Dai nikei,Dai nikei [OnnaH],Act 2,第二景,186,February 1973 Bunkyō Public Hall program; no English translation available
697,OnnaH-03,407c,Dai sankei,Dai sankei [OnnaH],Act 3,第三景,186,February 1973 Bunkyō Public Hall program; no English translation available
699,Omi-05,401a,Moritsuna kubi jikken (See also Moritsuna Jinya),Moritsuna kubi jikken [Omi],Moritsuna Identifies a Head (See also Moritsuna's War Camp),盛綱首実検 (See also 盛綱陣屋),90,May 1983 Program
