id,dates,place,label_eng,image_id,performance_id,play_id
148,1985/08/17-1985/09/01,National Theatre of Japan,August 1985,[nan],"[513, 514, 515, 516, 517]",58
149,1985/09/13-1985/09/29,National Bunraku Theatre,September 1985,[nan],"[518, 519, 520]",139
151,1985/11/15-1985/11/30,National Bunraku Theatre,November 1985,[nan],"[521, 522, 523, 524, 525]",16
152,1985/12/10-1985/12/20,National Theatre of Japan,December 1985 Bunraku Kanshō Kyōshitsu,[52313],[528],60
153,1986/01/03-1986/01/26,National Bunraku Theatre,January 1986,[nan],"[529, 530, 531, 532, 533, 534]",53
154,1986/02/15-1986/03/02,National Theatre of Japan,February 1986,[nan],"[535, 536, 537, 538]",24
155,1986/04/05-1986/04/20,National Bunraku Theatre,April 1986,[nan],[539],79
156,1986/05/10-1986/05/25,National Theatre of Japan,May 1986,[nan],[540],29
157,1986/07/05-1986/07/20,National Bunraku Theatre,July 1986,[nan],"[541, 542, 543, 544, 545, 546]",93
158,1986/08/01-1986/08/17,National Bunraku Theatre,"August 1986 National Bunraku Theatre, Osaka",[nan],"[547, 548, 549, 550, 551, 552]",9
159,1986/08/30-1986/09/15,National Theatre of Japan,"August 1986 National Theatre, Tokyo",[nan],[553],79
160,1986/10/03-1986/10/19,National Bunraku Theatre,October 1986,"[61620, 61621, 61622, 61623, 61624]","[557, 558, 559]",24
161,1987/01/03-1987/01/25,National Bunraku Theatre,January 1987,[nan],"[565, 566, 567, 568, 569, 570]",100
162,1987/02/07-1987/02/22,National Theatre of Japan,February 1987,"[52297, 52298, 52299, 52300, 52301, 52302]","[571, 572, 573]",76
163,1987/03/06-1987/03/22,Others,March 1987,[nan],"[574, 575, 576]",60
164,1987/04/03-1987/04/19,National Bunraku Theatre,April 1987,[nan],"[577, 710]",16
165,1987/06/03-1987/06/20,National Bunraku Theatre,June 1987 National Bunraku Theatre,[nan],[578],3
166,1987/07/03-1987/07/19,National Bunraku Theatre,July 1987,[nan],"[579, 580, 581, 582]",114
167,1987/08/03-1987/08/16,National Bunraku Theatre,August 1987,[nan],"[583, 584, 585, 586, 587]",70
168,1987/09/12-1987/09/27,National Theatre of Japan,September 1987,"[11779, 11780, 11781, 11782, 11783, 11784, 11785, 11786, 11787, 11788, 11789, 11790, 11791, 11792, 11793, 11794, 11795, 11796, 11797, 11798, 11799, 11800, 11801, 11802, 11803, 11804, 11805, 11806, 11807, 11808, 11809, 11810, 11811, 11812, 11813, 11814, 11815, 11816, 11817, 11818, 11819, 11820, 11821, 11822, 11823, 11824, 11825, 11826, 11827, 11828, 11829, 11830, 11831, 11832, 11833, 11834, 11835, 11836, 11837, 11838, 11839, 11840, 11841, 11842, 11843, 11844, 11845, 11846, 11847, 11848, 11849]","[588, 589, 590, 591, 592]",114
169,1987/11/03-1987/11/23,National Bunraku Theatre,November 1987,[nan],"[593, 594, 595]",90
170,1987/12/08-1987/12/18,National Theatre of Japan,December 1987 Bunraku Kanshō Kyōshitsu,[nan],[596],80
171,1987/12/08-1987/12/20,National Theatre of Japan,December 1987,[nan],"[597, 598]",36
172,1988/01/03-1988/01/24,National Bunraku Theatre,January 1988,[nan],"[599, 600, 601, 602, 603]",53
173,1988/02/06-1988/02/21,National Theatre of Japan,February 1988,[nan],"[604, 605, 606]",7
174,1988/03/03-1988/03/16,National Bunraku Theatre,March 1988,[nan],"[607, 608, 609, 610, 611, 612]",66
175,1988/04/03-1988/04/21,National Bunraku Theatre,April 1988,[nan],"[613, 614, 615, 616, 617]",142
176,1988/05/06-1988/05/22,National Theatre of Japan,May 1988,[nan],"[618, 619, 620, 621, 936]",66
177,1988/07/03-1988/07/20,National Bunraku Theatre,July 1988,[nan],"[622, 623, 624, 625]",22
178,1988/08/03-1988/08/16,National Bunraku Theatre,August 1988,[nan],"[626, 627, 628]",51
179,1988/11/03-1988/11/20,National Bunraku Theatre,November 1988,[nan],[629],26
180,1988/12/06-1988/12/18,National Theatre of Japan,December 1988,"[52363, 52364, 52365, 52367, 52368]",[630],63
181,1989/01/03-1989/01/25,National Bunraku Theatre,January 1989,[nan],"[631, 632, 633, 634, 635, 636, 637]",100
182,1989/02/10-1989/02/19,National Theatre of Japan,February 1989,[nan],"[638, 639, 640]",28
183,1989/03/03-1989/03/16,National Bunraku Theatre,March 1989,[nan],"[641, 642]",62
184,1989/04/03-1989/04/19,National Bunraku Theatre,April 1989,[nan],"[643, 937]",73
185,1989/08/03-1989/08/16,National Bunraku Theatre,August 1989,[nan],"[644, 645, 646]",161
186,1989/09/09-1989/09/24,National Theatre of Japan,September 1989,[nan],"[647, 648, 649]",18
187,1989/11/03-1989/11/20,National Bunraku Theatre,November 1989,[nan],"[650, 651, 652]",18
188,1989/12/07-1989/12/19,National Theatre of Japan,December 1989 ,[nan],"[653, 654]",62
189,1989/12/07-1989/12/19,National Theatre of Japan,December 1989 Bunraku Kanshō Kyōshitsu,[nan],[655],24
190,1990/01/03-1990/01/24,National Bunraku Theatre,January 1990,[nan],"[656, 657, 658, 659, 660, 661]",53
191,1990/07/08-1990/07/23,National Bunraku Theatre,July 1990,[nan],"[662, 663, 664, 736]",93
192,1991/01/03-1991/01/24,National Bunraku Theatre,October 1991,[nan],"[665, 666, 667, 668, 669]",100
193,1991/02/09-1991/02/24,National Theatre of Japan,February 1991,[nan],"[670, 671, 672]",94
194,1991/04/06-1991/04/25,National Bunraku Theatre,April 1991,[nan],"[673, 674, 675, 676]",95
195,1991/05/10-1991/05/28,National Theatre of Japan,May 1991,[nan],"[684, 685, 686, 687]",121
196,1992/01/03-1992/01/26,National Bunraku Theatre,January 1992,[nan],"[677, 678, 679, 680, 681, 682]",65
197,1979/09/08-1979/09/23,National Theatre of Japan,September 1979,"[9198, 9199, 9200, 9201, 9202, 9203, 9204, 9205, 9206, 9207, 9208, 9209, 9210, 9211, 9212, 9213, 9214, 9215, 9216, 9217, 9218, 9219, 9220, 9221, 9222, 9223, 9224, 9225, 9226, 9227, 9228, 9229, 9230, 9231, 9232, 9233, 9234, 9235, 9236, 9237, 9238, 9239, 9240, 9241, 9242, 9243, 9244, 9245, 9246, 9247, 9248, 9249, 9250, 9251, 9252, 9253, 9254, 9255, 9256, 9257, 9258, 9259, 9260, 9261, 9262, 9263, 9264, 9265, 9266, 9267, 9268, 9269, 9270, 9271, 9272, 9273, 9274, 9275, 9276, 9277, 9278, 9279, 9280, 9281, 9282, 9283, 9284, 9285, 9286, 9287, 9288, 9289, 9290, 9291, 9292, 9293, 9294, 9295, 9296, 9297, ...]","[325, 326, 327, 692]",60
198,1975/09/13-1975/09/27,National Theatre,September 1975,"[45004, 45009, 45019, 45447, 45449, 45451, 45455, 45457, 45561, 45563, 45564, 45565, 45566, 45567, 45571, 45583, 46738, 46746, 46747, 46762, 47704, 47705, 47706, 47707, 47708, 47709, 47710, 47711, 47712, 47713, 47714, 47715, 47716, 47717, 47718, 47823, 47824, 47825, 47826, 47827, 47828, 47829, 47830, 47831, 47832, 47833, 47834, 47835, 47836, 47837, 47838, 47839, 47840, 47841, 47842, 47843, 47844, 47845, 47846, 47847, 47848, 47849, 47850, 47851, 47852, 47925, 47927, 48123, 48124, 48125, 48126, 48127, 52567, 52568, 52569, 52570, 52571, 52572, 52573, 52574, 52575, 52576, 52577, 52578, 52579, 52580, 52581, 52582, 52583, 52584, 52585, 52586, 52587, 52588, 52589, 52590, 52591, 52592, 52593, 52594, ...]",[199],78
199,1976/05/15-1976/05/29,National Theatre of Japan,May 1976,"[45014, 45019, 45516, 45518, 45520, 45526, 45528, 45557, 45559, 45616, 45618, 45620, 45679, 46754, 46763, 47970, 47971, 47972, 47973, 47974, 47975, 47976, 47977, 47978, 47979, 47980, 47981, 47982, 47983, 47984, 47985, 47986, 47987, 47988, 47989, 47990, 47991, 47992, 47993, 47994, 47995, 47996, 47997, 47998, 47999, 48128, 48129, 48130, 48131, 48132, 48133, 48134, 48135, 48136, 48137, 48138, 48139, 48140, 48141, 48142, 48143, 54085, 54086, 54087, 54088, 54089, 54090, 54091, 54092, 54093, 54094, 54095, 54096, 54097, 54098, 54099, 54100, 54101, 54102, 54103, 54104, 54105, 54106, 54107, 54108, 54109, 54110, 54111, 54112, 54113, 54114, 54115, 54116, 54117, 54118, 54119, 54120, 54121, 54122, 54123, ...]","[218, 219, 220, 221]",15
200,1985/12/10-1985/12/22,National Theatre of Japan,December 1985,"[11103, 11104, 11105, 11106, 11107, 11108, 11109, 11110, 11111, 11112, 11113, 11114, 11115, 11116, 11117, 11118, 11119, 11120, 11121, 11122, 11123, 11124, 11125, 11126, 11127, 11128, 11129, 11130, 11131, 11132, 11133, 11134, 11135, 11136, 11137, 11138, 11139, 11140, 11141, 11142, 11143, 11144, 11145, 11146, 11147, 11148, 11149, 11150, 11151, 11152, 11153, 11154, 11155, 11156, 11157, 11158, 11159, 11160, 11161, 11162, 11163, 11164, 11165, 11166, 11167, 11168, 11169, 11170, 11171, 11172, 11173, 11174, 11175, 11176, 11177, 11178, 11179, 11180, 11181, 11182, 11183, 11184, 11185, 11186, 11187, 11188, 11189, 11190, 11191, 11192, 11193, 11194, 11195, 11196, 11197, 11198, 11199, 11200, 11201, 11202, ...]","[526, 527]",119
201,1977/07/29-1977/08/12,Others,July 1977 Tour,"[44981, 44982, 44986, 44987, 44988, 45221, 45222, 45223, 45224, 45225, 45226, 45227, 45228, 45229, 45230, 45231, 45232, 45233, 45234, 45235, 45236, 45237, 45238, 45372, 45373, 45374, 45375, 45377, 45379, 45381, 45382, 45383, 45384, 45385, 45387, 45389, 45391, 45393, 45395, 45397, 45398, 45399, 45401, 45403, 45405, 45406, 45407, 45409, 45411, 45413, 45415, 45426, 46715, 46716, 46717, 46720, 46721, 46722, 46726, 47041, 47075, 47076, 47077, 47078, 47079, 47080, 47081, 47082, 47083, 47084, 47085, 47086, 47087, 47088, 47089, 47090, 47092, 47104, 47105, 47106, 47107, 47108, 47109, 47110, 47111, 47112, 47113, 47114, 47115, 47116, 47117, 47118, 47119, 47120, 47121, 47122, 47123, 47124, 47125, 47126, ...]","[688, 689]",73
202,1978/12/11-1978/12/21,National Theatre of Japan,December 1978 Bunraku Kanshō Kyōshitsu,"[45032, 45033, 45720, 45722, 45724, 45726, 45728, 45729, 45730, 45732, 45734, 45736, 45738, 45740, 45742, 45744, 45746, 46784, 46785, 48477, 48478, 48479, 48480, 48481, 48482, 48483, 48484, 48485, 48486, 48487, 48488, 48489, 48490, 48491, 48492, 48493, 48494, 48495, 48496, 48497, 48498, 48499, 48500, 48501, 48502, 48503, 48504, 48505, 48506, 48507, 48508, 48509, 48510, 48511, 48512, 48513, 48514, 48515, 48516, 48517, 48518, 48519, 48520, 48521, 48522, 48523, 48524, 48525, 48526, 48527, 48528, 48529, 48530, 48531, 48532, 48533, 48534, 48535, 48536, 48537, 48538, 48539, 48540, 48541, 48542, 48543, 48544, 48545, 48546, 48547, 48548, 48549, 48550, 48551, 48552, 48553, 48554, 48555, 48556, 48557, ...]",[690],24
203,1977/12/12-1977/12/21,National Theatre of Japan,December 1977 Bunraku Kanshō Kyōshitsu,"[45051, 45947, 45949, 45951, 45953, 45955, 45957, 46825, 46826, 49070, 49071, 49072, 49073, 49074, 49075, 49076, 49077, 49078, 49079, 49080, 49081, 49082, 49083, 49084, 49085, 49086, 49087, 49088, 49089, 49090, 49091, 49092, 49093, 49094, 49095, 49096, 49097, 57243, 57244, 57245, 57246, 57247, 57248, 57249, 57250, 57251, 57252, 57253, 57254, 57255, 57256, 57257, 57258, 57259, 57260, 57261, 57262, 57263, 57264, 57265, 57266, 57267, 57268, 57269, 57270, 57271, 57272, 57273, 57274, 57275, 57276, 57277, 57278, 57279, 57280, 57281, 57282, 57283, 57284, 57285, 57286, 57287, 57288, 57289, 57290, 57291, 57292, 57293, 57294, 57295, 57296, 57297, 57298, 57299, 57300, 57301, 57302, 57303, 57304, 57305, ...]",[691],29
207,1984/12/11-1984/12/21,National Bunraku Theatre,December 1984 Bunraku Kanshō Kyōshitsu,"[11441, 11442, 11443, 11444, 11445, 11446, 11447, 11448, 11449, 11450, 11451, 11452, 11453, 11454, 11455, 11456, 45119, 45120, 46563, 46565, 46567, 46569, 46571, 46573, 46575, 46577, 46579, 46581, 46583, 46585, 46587, 46589, 46591, 46905, 46906, 51085, 51086, 51087, 51088, 51089, 51090, 51091, 51092, 51093, 51094, 51095, 51096, 51097, 51098, 51099, 51100, 51101, 51102, 51103, 51104, 51105, 51106, 51107, 51108, 51109, 51110, 51111, 51112, 51113, 51114, 51115, 51116, 51117, 51118, 51121, 51122, 51123, 51124, 51125, 51126, 51127, 51128, 51129, 51130, 51131, 51132, 51133, 51134, 51135, 51136, 51137, 51138, 51139, 51140, 51141, 51142, 51143, 51144, 51145, 51146, 51147, 51148, 51149, 51150, 51151, ...]",[697],24
208,1980/12/09-1980/12/21,National Theatre of Japan,December 1980,"[11953, 11954, 11955, 11956, 11957, 11958, 11959, 11960, 11961, 11962, 11963, 11964, 11965, 11966, 11967, 11968, 11969, 11970, 11971, 11972, 11973, 11974, 11975, 11976, 11977, 11978, 11979, 11980, 11981, 11982, 11983, 11984, 11985, 11986, 11987, 11988, 11989, 11990, 11991, 11992, 11993, 11994, 11995, 11996, 11997, 11998, 11999, 12000, 12001, 12002, 12003, 12004, 12005, 12006, 12007, 12008, 12009, 12010, 12011, 12012, 12013, 12014, 12015, 12016, 12017, 12018, 12019, 12020, 12021, 12022, 12023, 12024, 12025, 12026, 12027, 12028, 12029, 12030, 12031, 12032, 12033, 12034, 12035, 12036, 12037, 12038, 12039, 12040, 12041, 12042, 12043, 12044, 12045, 12046, 12047, 12048, 12049, 12050, 12051, 12052, ...]","[699, 700]",16
209,1977/11/02-1977/11/05,Others,November 1977,[nan],[702],63
210,1990/03/10-1990/03/11,Others,March 1990,[nan],"[703, 704, 705, 706]",34
211,1990/02/10-1990/02/25,National Theatre of Japan,February 1990,[nan],"[711, 712, 725]",5
212,1997/02/24-1997/02/25,Others,February 1997 Kioi Hall,[nan],[713],27
213,1984/06/08-1984/06/20,National Bunraku Theatre,June 1984 Bunraku Kanshō Kyōshitsu,[nan],[714],24
214,1988/05/25-1988/05/29,Others,May 1988 Harajuku Bunraku,[nan],[716],62
215,1987/06/17-1987/06/21,Others,June 1987 Harajuku Bunraku,[nan],[715],3
216,1988/12/06-1988/12/16,National Bunraku Theatre,December 1988 Bunraku Kanshō Kyōshitsu,[52366],[717],60
217,1989/07/03-1989/07/19,National Bunraku Theatre,July 1989,[nan],"[722, 723, 724]",121
218,1990/04/06-1990/04/24,National Bunraku Theatre,April 1990,[nan],"[728, 729, 730, 731]",42
219,1990/05/12-1990/05/27,National Bunraku Theatre,May 1990,[nan],"[732, 733, 734, 735]",30
220,1990/08/07-1990/08/19,National Bunraku Theatre,August 1990,[nan],"[738, 739, 740]",173
221,1990/09/08-1990/09/23,National Theatre of Japan,September 1990,[nan],[741],110
222,1990/11/10-1990/11/27,National Bunraku Theatre,November 1990,[nan],"[742, 743, 744]",41
223,1990/12/06-1990/12/18,National Theatre of Japan,December 1990,[nan],"[745, 746, 747]",53
224,1990/12/06-1990/12/18,National Theatre of Japan,December 1990 Bunraku Kanshō Kyōshitsu,[nan],[748],80
225,1991/07/07-1991/07/21,National Bunraku Theatre,July 1991,[nan],"[749, 750, 751]",11
226,1991/07/30-1991/08/14,National Bunraku Theatre,August 1991,[nan],"[752, 753, 754, 755]",154
227,1991/09/05-1991/09/23,National Theatre of Japan,September 1991,[nan],[756],62
228,1991/11/10-1991/11/28,National Bunraku Theatre,November 1991,[nan],"[757, 758, 759]",36
229,1991/12/05-1991/12/17,National Theatre of Japan,December 1991,[nan],"[760, 761, 762]",75
230,1991/12/05-1991/12/17,National Theatre of Japan,December 1991 Bunraku Kanshō Kyōshitsu,[nan],[763],35
231,1991/04/05-1991/04/21,National Bunraku Theatre,April 1992,[nan],[764],29
232,1992/05/09-1992/05/24,National Theatre of Japan,May 1992,[nan],"[765, 766, 767, 768, 769]",68
233,1992/07/05-1992/07/21,National Bunraku Theatre,July 1992,[nan],"[770, 771, 772, 773, 774]",77
234,1992/08/01-1992/08/17,National Bunraku Theatre,August 1992,[nan],"[775, 776, 777, 778]",145
236,1992/09/05-1992/09/20,National Theatre of Japan,September 1992,[nan],[779],27
237,1992/11/07-1992/11/25,National Bunraku Theatre,November 1992,[nan],"[780, 781, 782, 783, 784]",2
238,1993/01/03-1993/01/25,National Bunraku Theatre,January 1993,[nan],"[785, 786, 787, 788]",100
239,1993/02/06-1993/02/21,National Theatre of Japan,February 1993,[nan],"[789, 790, 791]",7
240,1993/04/03-1993/04/25,National Bunraku Theatre,April 1993,[nan],[792],16
241,1993/05/08-1993/05/23,National Theatre of Japan,May 1993,[nan],[793],16
242,1993/07/28-1993/08/18,National Bunraku Theatre,August 1993,[nan],"[794, 795, 796, 797]",162
243,1993/09/04-1993/09/19,National Theatre of Japan,September 1993,[nan],"[798, 799, 800, 801]",71
244,1993/11/06-1993/11/26,National Bunraku Theatre,November 1993,[nan],"[802, 803, 804, 805, 806, 807]",73
245,1993/12/07-1993/12/19,National Theatre of Japan,December 1993,[nan],"[808, 809, 810]",98
246,1993/12/07-1993/12/19,National Theatre of Japan,December 1993 Bunraku Kanshō Kyōshitsu,[nan],[811],33
247,1994/01/03-1994/01/26,National Bunraku Theatre,January 1994,[nan],"[812, 813, 814, 815, 816]",120
248,1994/02/05-1994/02/20,National Theatre of Japan,February 1994,[nan],"[817, 818, 819]",76
249,1994/04/02-1994/04/24,National Bunraku Theatre,April 1994,[nan],"[820, 821]",79
250,1994/07/31-1994/18/22,National Bunraku Theatre,August 1994,[nan],"[823, 824, 825]",51
251,1994/09/10-1994/09/25,National Theatre of Japan,September 1994,[nan],"[826, 827, 828, 829]",22
252,1994/11/05-1994/11/27,National Bunraku Theatre,November 1994,[nan],[830],63
253,1994/12/06-1994/12/18,National Theatre of Japan,December 1994,[nan],"[831, 832, 833]",77
254,1994/12/06-1994/12/18,National Theatre of Japan,December 1994 Bunraku Kanshō Kyōshitsu,[nan],[834],80
255,1995/01/03-1995/01/25,National Bunraku Theatre,January 1995,[nan],"[835, 836, 837, 838, 839]",42
256,1995/02/04-1995/02/19,National Theatre of Japan,February 1995,[nan],"[840, 841, 842]",24
257,1995/04/01-1995/04/23,National Bunraku Theatre,April 1995,[nan],"[843, 844, 845]",30
258,1995/05/13-1995/0528,National Theatre of Japan,May 1995,[nan],"[846, 847, 848]",19
259,1995/07/29-1995/08/20,National Bunraku Theatre,August 1995,[nan],"[849, 850, 851]",44
260,1995/09/09-1995/09/24,National Theatre of Japan,September 1995,[nan],"[852, 853, 854, 855]",36
261,1996/01/03-1996/01/25,National Bunraku Theatre,January 1996,[nan],"[856, 857, 858, 859, 860, 861, 938]",53
262,1996/04/06-1994/04/26,National Bunraku Theatre,April 1996,[nan],"[862, 863, 864, 865]",19
263,1996/07/20-1996/08/11,National Bunraku Theatre,July 1996,[nan],"[866, 867, 868, 869, 870]",175
264,1996/09/07-1996/09/23,National Theatre of Japan,September 1996,[nan],[871],73
265,1997/01/03-1997/01/26,National Bunraku Theatre,January 1997,[nan],"[872, 873, 874, 875, 876, 877]",100
266,1997/02/08-1997/02/23,National Theatre of Japan,February 1997,[nan],"[878, 879, 880, 881]",41
267,1997/04/05-1997/04/27,National Bunraku Theatre,April 1997,[nan],[882],62
268,1997/09/06-1997/09/21,National Theatre of Japan,September 1997,[nan],"[883, 884, 885, 886, 887]",48
269,1997/12/04-1997/12/16,National Theatre of Japan,December 1997,[nan],[888],63
270,1997/12/04-1997/12/16,National Theatre of Japan,December 1997 Bunraku Kanshō Kyōshitsu,[nan],"[889, 943]",24
271,1998/01/03-1998/01/25,National Bunraku Theatre,January 1998,[nan],"[890, 891, 892, 893, 894]",66
272,1998/04/04-1998/04-26,National Bunraku Theatre,April 1998,[nan],"[895, 896, 897, 898, 899]",42
273,1998/05/09-1998/05/24,National Theatre of Japan,May 1998,[nan],"[900, 939]",29
274,1998/09/05-1998/09/20,National Theatre of Japan,September 1998,[nan],"[901, 902, 903, 904, 940]",83
275,1998/11/01-1998/11/23,National Bunraku Theatre,November 1998,[nan],[905],63
276,1998/12/04-1998/12/16,National Theatre of Japan,December 1998,[nan],[906],63
277,2000/07/22-2000/08/13,National Bunraku Theatre,July 2000,[nan],"[907, 908, 909, 910, 911]",9
278,2000/11/04-2000/11/26,National Bunraku Theatre,November 2000,[nan],"[912, 913]",18
279,2000/12/05-2000/12/17,National Theatre of Japan,December 2000,[nan],[914],78
280,2000/12/05-2000/12/17,National Theatre of Japan,December 2000 Bunraku Kanshō Kyōshitsu,[nan],"[915, 916]",119
281,2001/04/07-2001/04/29,National Bunraku Theatre,April 2001,[nan],"[917, 918, 919, 920]",30
282,2001/07/21-2001/08/12,National Bunraku Theatre,July/August 2001,[nan],"[921, 922, 923, 924, 925]",154
283,1972/09/26-1972/10/24,National Theatre of Japan,September 1972 Bunraku Kyōshitsu,[nan],[926],35
284,1980,n/a,Marty Gross Film Production,"[9492, 9493, 9494, 9495, 9496, 9497, 9498, 9499, 9500, 9501, 9502, 9503, 9504, 9505, 9506, 9507, 9508, 9509, 9510, 9511, 9512, 9513, 9514, 9515, 9516, 9517, 9518, 9519, 9520, 9521, 9522, 9523, 9524, 9525, 9526, 9527, 9528, 9529, 9530, 9531, 9532, 9533, 9534, 9535, 9536, 9537, 9538, 9539, 9540, 9541, 9542, 9543, 9544, 9545, 9546, 9547, 9548, 9549, 9550, 9551, 9552, 9553, 9554, 61322]",[929],7
285,1971/09/12-1971/09/19,National Theatre of Japan,September 1971 Bunraku Kanshō Kyōshitsu,[nan],[941],3
286,1970/08/22-1970/09/01,Asahiza,August 1970,[52143],"[942, 975, 976]",31
287,1986/06/05-1986/06/23,National Bunraku Theatre,June 1986 Bunraku Kanshō Kyōshitsu,[nan],"[944, 945]",72
289,1986/12/12-1986/12/20,National Theatre of Japan,December 1986 Bunraku Kanshō Kyōshitsu,[nan],[946],3
290,1987/05/09-1987/05/24,National Theatre of Japan,May 1987,[nan],"[947, 948]",16
291,1988/03/02-1988/04/28,Others,March/April 1988 Tour,[nan],"[949, 950, 951]",75
292,1996/02/10-1996/02/25,National Theatre of Japan,February 1996,[nan],"[952, 953, 954, 966]",40
293,2002/01/03-2002/01/25,National Bunraku Theatre,January 2002,[nan],"[955, 956, 957, 958, 959]",42
294,2002/04/06-2002/04/28,National Bunraku Theatre,April 2002,[nan],[965],73
295,2002/07/20-2002/08/11,National Bunraku Theatre,July/August 2002,[nan],"[960, 961, 962, 963, 964]",184
296,1973/02/19,Others,February 1973 Bunkyo Public Hall,[nan],"[967, 968]",186
297,1996/03/03-1996/03/27,Others,March 1996 Tour,[nan],"[969, 970, 971, 972]",66
298,1967/10/02,National Theatre of Japan,October 1967,[nan],"[973, 974]",70
299,1982/12/07-1982/12/17,National Theatre of Japan,December 1982,[nan],[977],29
300,2003/05/10-2003/05/25,National Theatre of Japan,May 2003,[nan],[978],187
301,1992/12/04-1992/12/16,National Theatre of Japan,December 1992,[nan],[979],40
302,1969/09/19-1969/09/20,National Theatre of Japan,September 1969 Kōkōsei no tame no Bunraku Kyōshitsu,[nan],[982],60
303,1971/09/12-1971/09/19,National Theatre of Japan,September 1971 Kōkōsei no tame no Bunraku Kyōshitsu,[nan],[983],3
304,1973/11/11-1973/11/18,National Theatre of Japan,November 1973 Kōkōsei no tame no Bunraku Kyōshitsu,[nan],[984],77
